rapport,postcode,huisnummer,straat,woonplaats,datum_inspectie,bouwjaar,type,staat,direct,termijn,makelaar,funda
rapporten/2023/2023-262-20231114192651.pdf,2742KB,8A,Plasweg,Waddinxveen,2023-11-09,1994,Vrijstaande woning,placeholder,placeholder,placeholder,Dupree Makelaars,https://www.funda.nl/koop/waddinxveen/huis-42128967-plasweg-8-a/
